request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1,018.54, starting 2024-12-07. Total cost EUR 3,055.62. This leaves at least EUR 1,400.00 available."
request_179,14489037.72,affordable_later,wait,2025-06-14:41648000.00,2025-06-14,none,"Pay IDR 41,648,000.00 in full on 2025-06-14. Paying earlier would take the balance below the IDR 41,430,800.00 minimum."
request_180,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-02. None of the available options keeps the INR 37,300.00 minimum protected."
request_181,469.36,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-04-07. None of the available options keeps the USD 2,000.00 minimum protected."
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714.00,2025-08-05,none,"Pay ZAR 65,714.00 today. This leaves at least ZAR 31,100.00 available over the next 90 days."
request_183,23793813.09,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-14,none,"Use 3 installments of IDR 9,313,546.67, starting 2026-04-10. Total cost IDR 27,940,640.01. This leaves at least IDR 11,878,300.00 available."
request_184,17722.29,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-30. None of the available options keeps the INR 110,800.00 minimum protected."
request_185,582.61,affordable_later,wait,2025-11-14:1257.30,2025-11-14,none,"Pay EUR 1,257.30 in full on 2025-11-14. Paying earlier would take the balance below the EUR 1,300.00 minimum."
request_186,10644.13,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-15. None of the available options keeps the ZAR 22,000.00 minimum protected."
request_187,45576.81,affordable_later,wait,2024-09-14:187500.00,2024-09-14,none,"Pay INR 187,500.00 in full on 2024-09-14. Paying earlier would take the balance below the INR 128,300.00 minimum."
request_188,318.23,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-03-04. None of the available options keeps the EUR 900.00 minimum protected.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 today. This leaves at least EUR 400.00 available over the next 90 days.
request_190,910.36,affordable_later,wait,2024-12-15:2557.50,2024-12-15,none,"Pay EUR 2,557.50 in full on 2024-12-15. Paying earlier would take the balance below the EUR 1,600.00 minimum."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 today. This leaves at least EUR 500.00 available over the next 90 days.
request_192,296.71,affordable_later,wait,2026-04-22:2046.00,2026-04-22,none,"Pay USD 2,046.00 in full on 2026-04-22. Paying earlier would take the balance below the USD 1,000.00 minimum."
request_193,211.31,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-03-16,none,"Use 3 installments of EUR 420.23, starting 2024-03-21. Total cost EUR 1,260.69. This leaves at least EUR 1,000.00 available."
request_194,47772.11,affordable_later,wait,2025-09-13:132800.00,2025-09-13,none,"Pay INR 132,800.00 in full on 2025-09-13. Paying earlier would take the balance below the INR 113,600.00 minimum."
request_195,825.22,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-11. None of the available options keeps the EUR 700.00 minimum protected.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500.00 available over the next 90 days.
request_197,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-21. None of the available options keeps the IDR 26,245,900.00 minimum protected."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800.00,2026-07-07,none,"Pay INR 185,800.00 today. This leaves at least INR 124,300.00 available over the next 90 days."
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 2024-09-07. Total cost IDR 24,620,960.01. This leaves at least IDR 25,359,500.00 available."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000.00,2025-02-06,none,"Pay IDR 21,717,000.00 today. This leaves at least IDR 20,114,600.00 available over the next 90 days."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000.00,2026-04-03,none,"Pay IDR 23,997,000.00 today. This leaves at least IDR 17,304,500.00 available over the next 90 days."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900.00,2024-12-05,none,"Pay INR 123,900.00 today. This leaves at least INR 147,800.00 available over the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 2025-05-10. Total cost EUR 1,499.79. This leaves at least EUR 1,400.00 available."
request_204,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-31. None of the available options keeps the EUR 1,300.00 minimum protected."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000.00,2024-03-06,none,"Pay IDR 10,621,000.00 today. This leaves at least IDR 13,994,300.00 available over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. Total cost EUR 1,460.88. This leaves at least EUR 900.00 available."
request_207,6736.69,affordable_later,wait,2026-07-15:11830.00,2026-07-15,none,"Pay ZAR 11,830.00 in full on 2026-07-15. Paying earlier would take the balance below the ZAR 13,600.00 minimum."
request_208,4413000.0,affordable_now,full_payment,2024-06-07:4413000.00,2024-06-07,none,"Pay IDR 4,413,000.00 today. This leaves at least IDR 10,470,700.00 available over the next 90 days."
request_209,3034.32,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-11-25. None of the available options keeps the ZAR 18,400.00 minimum protected."
request_210,968.88,affordable_with_plan,partial_payment,2026-04-06:968.88|2026-04-14:391.14,2026-04-14,none,"Pay USD 968.88 today and the remaining USD 391.14 on 2026-04-14. This completes the full request and keeps the USD 2,000.00 minimum protected."
request_211,573.78,affordable_later,wait,2024-09-15:1788.60,2024-09-15,none,"Pay EUR 1,788.60 in full on 2024-09-15. Paying earlier would take the balance below the EUR 1,500.00 minimum."
request_212,10035729.27,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-28. None of the available options keeps the IDR 29,579,800.00 minimum protected."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63, starting 2026-01-21. Total cost USD 3,496.89. This leaves at least USD 2,100.00 available."
request_214,66499.09,affordable_with_plan,partial_payment,2024-12-04:66499.09|2024-12-15:3250.91,2024-12-15,none,"Pay INR 66,499.09 today and the remaining INR 3,250.91 on 2024-12-15. This completes the full request and keeps the INR 174,900.00 minimum protected."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 2025-05-09. Total cost ZAR 31,185.45. This leaves at least ZAR 15,700.00 available."
request_216,710.25,affordable_later,wait,2026-09-13:3332.40,2026-09-13,none,"Pay USD 3,332.40 in full on 2026-09-13. Paying earlier would take the balance below the USD 1,800.00 minimum."
request_217,23028.16,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"Use 3 installments of ZAR 12,889.07, starting 2024-03-19. Total cost ZAR 38,667.21. This leaves at least ZAR 26,800.00 available."
request_218,28981773.08,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,"Use 3 installments of IDR 21,195,893.33, starting 2025-08-07. Total cost IDR 63,587,679.99. This leaves at least IDR 34,477,200.00 available."
request_219,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-13. None of the available options keeps the EUR 1,100.00 minimum protected."
request_220,129.43,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-03. None of the available options keeps the EUR 1,100.00 minimum protected."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800.00,2025-11-03,none,"Pay INR 109,800.00 today. This leaves at least INR 81,500.00 available over the next 90 days."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078.00,2026-01-05,none,"Pay ZAR 34,078.00 today. This leaves at least ZAR 27,300.00 available over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800.00 available over the next 90 days.
request_224,10327000.0,affordable_with_plan,installments,2025-02-04:5370040.00|2025-03-04:5370040.00,2025-02-04,none,"Use 2 installments of IDR 5,370,040.00, starting 2025-02-04. Total cost IDR 10,740,080.00. This leaves at least IDR 22,187,600.00 available."
request_225,12053607.15,affordable_with_plan,installments,2026-07-20:7647120.00|2026-08-19:7647120.00|2026-09-18:7647120.00,2026-07-15,none,"Use 3 installments of IDR 7,647,120.00, starting 2026-07-20. Total cost IDR 22,941,360.00. This leaves at least IDR 17,670,700.00 available."
request_226,154057.57,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-15. None of the available options keeps the INR 209,400.00 minimum protected."
request_227,12860.97,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-20. None of the available options keeps the INR 62,900.00 minimum protected."
request_228,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26,191,200.00 minimum protected."
request_229,556.89,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-15,none,"Use 3 installments of EUR 529.29, starting 2024-03-18. Total cost EUR 1,587.87. This leaves at least EUR 1,000.00 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000.00 available over the next 90 days."
request_231,35706.0,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments of ZAR 12,378.08, starting 2026-01-06. Total cost ZAR 37,134.24. This leaves at least ZAR 24,300.00 available."
request_232,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-15. None of the available options keeps the EUR 2,400.00 minimum protected."
request_233,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-12-17. None of the available options keeps the IDR 10,365,700.00 minimum protected."
request_234,231.64,affordable_later,wait,2026-08-14:1213.30,2026-08-14,none,"Pay EUR 1,213.30 in full on 2026-08-14. Paying earlier would take the balance below the EUR 700.00 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700.00 available over the next 90 days.
request_236,7443691.76,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-23. None of the available options keeps the IDR 16,768,600.00 minimum protected."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000.00,2026-04-05,none,"Pay IDR 23,826,000.00 today. This leaves at least IDR 22,431,500.00 available over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. Total cost USD 690.15. This leaves at least USD 700.00 available."
request_239,642.0,affordable_now,full_payment,2025-05-04:642.00,2025-05-04,none,Pay USD 642.00 today. This leaves at least USD 600.00 available over the next 90 days.
request_240,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-20. None of the available options keeps the INR 52,800.00 minimum protected."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 2024-03-17. Total cost IDR 21,894,080.01. This leaves at least IDR 19,252,000.00 available."
request_242,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600.00 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.00,2026-07-07,none,"Pay ZAR 17,468.00 today. This leaves at least ZAR 19,900.00 available over the next 90 days."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918.00,2024-06-04,none,"Pay ZAR 49,918.00 today. This leaves at least ZAR 45,900.00 available over the next 90 days."
request_245,41511.13,affordable_later,wait,2025-12-14:128500.00,2025-12-14,none,"Pay INR 128,500.00 in full on 2025-12-14. Paying earlier would take the balance below the INR 94,600.00 minimum."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 2026-04-03. Total cost ZAR 66,649.44. This leaves at least ZAR 39,300.00 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300.00 available over the next 90 days."
request_248,1589.37,affordable_with_plan,partial_payment,2025-02-07:1589.37|2025-02-14:376.23,2025-02-14,none,"Pay USD 1,589.37 today and the remaining USD 376.23 on 2025-02-14. This completes the full request and keeps the USD 1,300.00 minimum protected."
request_249,169.59,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-15. None of the available options keeps the USD 600.00 minimum protected.
request_250,17761.99,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-18. None of the available options keeps the ZAR 35,300.00 minimum protected."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Do not make this payment by 2025-06-06. None of the available options keeps the EUR 1,300.00 minimum protected."
request_252,4731735.16,affordable_later,wait,2026-08-14:28082000.00,2026-08-14,none,"Pay IDR 28,082,000.00 in full on 2026-08-14. Paying earlier would take the balance below the IDR 15,152,200.00 minimum."
request_253,1444.37,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-04-15,none,"Use 3 installments of EUR 984.60, starting 2024-03-21. Total cost EUR 2,953.80. This leaves at least EUR 2,300.00 available."
request_254,1067.64,affordable_later,wait,2025-09-13:3535.20,2025-09-13,none,"Pay USD 3,535.20 in full on 2025-09-13. Paying earlier would take the balance below the USD 2,500.00 minimum."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.00,2026-04-06,none,"Pay IDR 3,345,000.00 today. This leaves at least IDR 9,813,900.00 available over the next 90 days."
request_256,132079.8,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-19. None of the available options keeps the INR 168,600.00 minimum protected."
request_257,497.91,affordable_later,wait,2025-11-15:1352.40,2025-11-15,none,"Pay USD 1,352.40 in full on 2025-11-15. Paying earlier would take the balance below the USD 1,600.00 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500.00 available over the next 90 days."
request_259,486.67,affordable_later,wait,2024-10-14:935.00,2024-10-14,none,Pay EUR 935.00 in full on 2024-10-14. Paying earlier would take the balance below the EUR 600.00 minimum.
request_260,9205618.45,affordable_with_plan,partial_payment,2025-02-06:9205618.45|2025-03-17:42873381.55,2025-03-17,none,"Pay IDR 9,205,618.45 today and the remaining IDR 42,873,381.55 on 2025-03-17. This completes the full request and keeps the IDR 20,727,700.00 minimum protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500.00 available over the next 90 days."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000.00,2024-12-05,none,"Pay IDR 9,236,000.00 today. This leaves at least IDR 31,018,500.00 available over the next 90 days."
request_263,7630.12,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24,100.00 minimum protected."
request_264,26862.91,affordable_later,wait,2026-05-14:111300.00,2026-05-14,none,"Pay INR 111,300.00 in full on 2026-05-14. Paying earlier would take the balance below the INR 59,500.00 minimum."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970.00,2024-03-06,none,"Pay INR 45,970.00 today. This leaves at least INR 189,700.00 available over the next 90 days."
request_266,935.0,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. Total cost EUR 972.39. This leaves at least EUR 900.00 available."
request_267,1817.85,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-14,none,"Use 3 installments of EUR 667.33, starting 2026-01-08. Total cost EUR 2,001.99. This leaves at least EUR 1,500.00 available."
request_268,1134.51,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. Total cost EUR 2,523.66. This leaves at least EUR 1,400.00 available."
request_269,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-02. None of the available options keeps the ZAR 23,100.00 minimum protected."
request_270,255.11,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-08-30. None of the available options keeps the USD 1,400.00 minimum protected."
request_271,12339.63,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-11-15. None of the available options keeps the INR 58,200.00 minimum protected."
request_272,6721114.28,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-14,none,"Use 3 installments of IDR 4,709,466.67, starting 2025-02-12. Total cost IDR 14,128,400.01. This leaves at least IDR 7,508,600.00 available."
request_273,10756502.99,affordable_with_plan,partial_payment,2026-04-07:10756502.99|2026-04-14:5104497.01,2026-04-14,none,"Pay IDR 10,756,502.99 today and the remaining IDR 5,104,497.01 on 2026-04-14. This completes the full request and keeps the IDR 18,774,600.00 minimum protected."
request_274,2408.94,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Use 3 installments of EUR 940.75, starting 2024-12-04. Total cost EUR 2,822.25. This leaves at least EUR 1,800.00 available."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.00,2025-05-06,none,"Pay IDR 15,884,000.00 today. This leaves at least IDR 12,760,100.00 available over the next 90 days."
