request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_215,29986.0,not_affordable,not_recommended,none,2025-05-06,none,"Do not make this payment by 2025-07-10. None of the available options keeps the ZAR 15,700.00 minimum protected."
request_216,3332.4,affordable_now,full_payment,2026-07-03:3332.40,2026-07-03,none,"Pay USD 3,332.40 today. This leaves at least USD 1,800.00 available over the next 90 days."
request_217,24296.12,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-05-21. None of the available options keeps the ZAR 26,800.00 minimum protected."
request_218,61142000.0,not_affordable,not_recommended,none,2025-08-07,none,"Do not make this payment by 2025-10-06. None of the available options keeps the IDR 34,477,200.00 minimum protected."
request_219,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-13. None of the available options keeps the EUR 1,100.00 minimum protected."
request_220,1874.45,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-03. None of the available options keeps the EUR 1,100.00 minimum protected."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800.00,2025-11-03,none,"Pay INR 109,800.00 today. This leaves at least INR 81,500.00 available over the next 90 days."
request_222,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-10. None of the available options keeps the ZAR 27,300.00 minimum protected."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800.00 available over the next 90 days.
request_224,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-03-16. None of the available options keeps the IDR 22,187,600.00 minimum protected."
request_225,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-21. None of the available options keeps the IDR 17,670,700.00 minimum protected."
request_226,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-15. None of the available options keeps the INR 209,400.00 minimum protected."
request_227,259700.0,not_affordable,not_recommended,none,2025-05-05,none,"Do not make this payment by 2025-06-20. None of the available options keeps the INR 62,900.00 minimum protected."
request_228,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26,191,200.00 minimum protected."
request_229,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-05-23. None of the available options keeps the EUR 1,000.00 minimum protected."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000.00 available over the next 90 days."
request_231,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-17. None of the available options keeps the ZAR 24,300.00 minimum protected."
request_232,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-15. None of the available options keeps the EUR 2,400.00 minimum protected."
request_233,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-12-17. None of the available options keeps the IDR 10,365,700.00 minimum protected."
request_234,1213.3,affordable_now,full_payment,2026-07-04:1213.30,2026-07-04,none,"Pay EUR 1,213.30 today. This leaves at least EUR 700.00 available over the next 90 days."
request_235,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-10-25. None of the available options keeps the USD 700.00 minimum protected.
request_236,52383000.0,not_affordable,not_recommended,none,2025-02-03,none,"Do not make this payment by 2025-02-23. None of the available options keeps the IDR 16,768,600.00 minimum protected."
request_237,17201875.02,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-05-20. None of the available options keeps the IDR 22,431,500.00 minimum protected."
request_238,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-16. None of the available options keeps the USD 700.00 minimum protected.
request_239,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-05-24. None of the available options keeps the USD 600.00 minimum protected.
request_240,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-20. None of the available options keeps the INR 52,800.00 minimum protected."
request_241,21052000.0,not_affordable,not_recommended,none,2024-03-03,none,"Do not make this payment by 2024-05-25. None of the available options keeps the IDR 19,252,000.00 minimum protected."
request_242,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600.00 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.00,2026-07-07,none,"Pay ZAR 17,468.00 today. This leaves at least ZAR 19,900.00 available over the next 90 days."
request_244,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-16. None of the available options keeps the ZAR 45,900.00 minimum protected."
request_245,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-15. None of the available options keeps the INR 94,600.00 minimum protected."
request_246,64086.0,not_affordable,not_recommended,none,2026-04-03,none,"Do not make this payment by 2026-06-02. None of the available options keeps the ZAR 39,300.00 minimum protected."
request_247,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-11-08. None of the available options keeps the EUR 1,300.00 minimum protected."
request_248,1965.6,not_affordable,not_recommended,none,2025-02-07,none,"Do not make this payment by 2025-04-28. None of the available options keeps the USD 1,300.00 minimum protected."
request_249,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-15. None of the available options keeps the USD 600.00 minimum protected.
request_250,124278.0,not_affordable,not_recommended,none,2024-12-06,none,"Do not make this payment by 2025-01-18. None of the available options keeps the ZAR 35,300.00 minimum protected."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Do not make this payment by 2025-06-06. None of the available options keeps the EUR 1,300.00 minimum protected."
request_252,28082000.0,affordable_now,full_payment,2026-07-05:28082000.00,2026-07-05,none,"Pay IDR 28,082,000.00 today. This leaves at least IDR 15,152,200.00 available over the next 90 days."
request_253,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-06-01. None of the available options keeps the EUR 2,300.00 minimum protected."
request_254,3535.2,affordable_now,full_payment,2025-08-04:3535.20,2025-08-04,none,"Pay USD 3,535.20 today. This leaves at least USD 2,500.00 available over the next 90 days."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.00,2026-04-06,none,"Pay IDR 3,345,000.00 today. This leaves at least IDR 9,813,900.00 available over the next 90 days."
request_256,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-19. None of the available options keeps the INR 168,600.00 minimum protected."
request_257,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-15. None of the available options keeps the USD 1,600.00 minimum protected."
request_258,0.0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-22. None of the available options keeps the USD 500.00 minimum protected.
request_259,935.0,affordable_now,full_payment,2024-09-04:935.00,2024-09-04,none,Pay EUR 935.00 today. This leaves at least EUR 600.00 available over the next 90 days.
request_260,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-18. None of the available options keeps the IDR 20,727,700.00 minimum protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500.00 available over the next 90 days."
request_262,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-24. None of the available options keeps the IDR 31,018,500.00 minimum protected."
request_263,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24,100.00 minimum protected."
request_264,111300.0,affordable_now,full_payment,2026-04-04:111300.00,2026-04-04,none,"Pay INR 111,300.00 today. This leaves at least INR 59,500.00 available over the next 90 days."
request_265,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-03-21. None of the available options keeps the INR 189,700.00 minimum protected."
request_266,935.0,not_affordable,not_recommended,none,2025-08-03,none,Do not make this payment by 2025-10-03. None of the available options keeps the EUR 900.00 minimum protected.
request_267,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-17. None of the available options keeps the EUR 1,500.00 minimum protected."
request_268,2426.6,not_affordable,not_recommended,none,2024-06-07,none,"Do not make this payment by 2024-08-15. None of the available options keeps the EUR 1,400.00 minimum protected."
request_269,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-02. None of the available options keeps the ZAR 23,100.00 minimum protected."
request_270,3028.8,not_affordable,not_recommended,none,2026-07-06,none,"Do not make this payment by 2026-08-30. None of the available options keeps the USD 1,400.00 minimum protected."
request_271,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-11-15. None of the available options keeps the INR 58,200.00 minimum protected."
request_272,13585000.0,not_affordable,not_recommended,none,2025-02-05,none,"Do not make this payment by 2025-04-10. None of the available options keeps the IDR 7,508,600.00 minimum protected."
request_273,15861000.0,not_affordable,not_recommended,none,2026-04-07,none,"Do not make this payment by 2026-06-15. None of the available options keeps the IDR 18,774,600.00 minimum protected."
request_274,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-11. None of the available options keeps the EUR 1,800.00 minimum protected."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.00,2025-05-06,none,"Pay IDR 15,884,000.00 today. This leaves at least IDR 12,760,100.00 available over the next 90 days."
